"ID","exp_cond","big_Or01","big_N02","big_Nr03","big_O04","big_E05","big_E06","big_C07","big_C08","big_N09","big_A10","big_Ar11","big_Nr12","big_Er13","big_C14","big_Or15","big_E16","big_O17","big_E18","big_A19","big_Cr20","big_Cr21","big_N22","big_Or23","big_A24","big_Or25","big_C26","big_Er27","big_Nr28","big_Cr29","big_Ar30","big_C31","big_Er32","big_N33","big_Cr34","big_Or35","big_N36","big_Ar37","big_A38","big_Cr39","big_E40","big_Er41","vas_ar","age","gender","edu","occ","income","inc_cur","inc_normed","fav_device","tech_interest","operating_sys","os_use","os_pref","session_length","page_trail","pages_visited","os_auto","quit_early","rt_1","rt_2","rt_3","rt_4","rt_5","rt_6","seriousness","so","z0_browser_screen_h","z0_browser_screen_w","start","end","true_trail","big_O","big_C","big_E","big_A","big_N"
30508,"89LIK",5,3,5,5,2,4,4,4,5,3,2,2,1,3,5,2,1,2,4,1,2,4,5,3,5,5,1,3,1,1,3,1,4,2,5,4,5,4,3,3,2,19,22,"man","high school","employed",5000,"dollar",4600,"laptop",93,"win","mac","win",198,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0",NA,14455,NA,31374,31494,26246,60081,"participate","jk",1080,1920,2024-04-11 04:22:14,2024-04-11 04:25:32,7,4.42857142857143,2.8,2,3.14285714285714,3.75
58038,"74VAS",4.3,2.2,2.8,3.4,3.8,3.6,3.7,3.9,1.9,4.2,4.9,3.3,3.8,3.5,3.9,3.5,4.1,1.2,3.3,2.9,3.8,2.1,3.6,4.2,4.3,3.6,3.8,2,4.1,2.3,3.8,3.7,2.2,3.8,3.9,3.4,4.9,3.3,4.4,4.3,3.6,63,20,"woman","primary","student",100,"euro",100,"Smartphone ",56,"mac","mac","mac",435,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",NA,16322,NA,73794,106483,62949,48104,"participate","so",1180,820,2024-04-11 08:15:02,2024-04-11 08:22:17,7,3.92857142857143,3.75,3.47777777777778,3.87142857142857,2.4875
97136,"74VAS",4.3,2.4,3.8,3.7,3.7,4.1,1.9,1.5,3,3.6,4.4,2.4,2.2,3.7,4.2,3.6,3.8,2.9,3.6,1,2.1,1,5,3.7,3.7,4.7,3.9,2.3,1.7,3.9,1.6,4,2.2,3.9,4.8,3.6,4.3,4,4.2,3.5,4.4,100,23,"woman","college","student",1300,"euro",1300,"Ipad",64,"iphone","other","mac",434,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",NA,23472,NA,91434,56713,89283,105533,"participate","so",812,375,2024-04-11 12:12:15,2024-04-11 12:19:29,7,4.21428571428571,2.63,3.58888888888889,3.92857142857143,2.5875
22923,"89LIK",5,2,2,5,2,4,4,4,1,5,5,2,2,4,4,3,4,2,4,4,4,2,4,4,5,5,3,2,3,3,2,3,2,5,4,2,4,4,4,4,4,58,19,"woman","high school","student",400,"euro",400,"MS Surface Go2",28,"win","win","win",415,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",NA,33992,NA,46076,42702,43264,144149,"participate","so",854,1280,2024-04-11 12:38:44,2024-04-11 12:45:39,7,4.42857142857143,3.9,3,4.14285714285714,1.875
68333,"89LIK",4,4,4,5,3,3,3,3,4,4,2,5,2,3,4,4,4,2,3,2,3,3,2,4,4,3,3,2,3,4,4,5,3,4,4,4,5,2,4,3,5,46,20,"woman","primary","student",600,"euro",600,"Android smartphone",21,"android","win","win",227,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; ANA-NX9; HMSCore 6.13.0.322) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.88 HuaweiBrowser/14.0.5.302 Mobile Safari/537.36",NA,23496,NA,36687,32679,25408,60096,"participate","so",780,360,2024-04-11 15:54:29,2024-04-11 15:58:16,7,3.85714285714286,3.2,3.33333333333333,3.42857142857143,3.625
84527,"89LIK",5,3,2,5,1,3,3,3,2,5,5,3,2,3,5,1,5,1,4,3,4,4,5,5,5,4,2,2,3,3,3,2,2,4,5,3,3,4,4,3,4,63,26,"woman","high school","student",1200,"euro",1200,"iPhone 13",50,"iphone","mac","mac",530,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",NA,222074,NA,83878,45077,35989,81460,"participate","so",844,390,2024-04-11 18:48:12,2024-04-11 18:57:02,7,5,3.4,2.11111111111111,4.14285714285714,2.625
22037,"66VASnt",3.7,1.9,2.4,4.8,2.4,3.6,2.7,3.7,1.6,4.9,4.6,3.3,2.8,3.1,4.7,4,3.6,3.8,4,3.9,3.6,1,4.8,4.7,2.6,4.4,2.5,1.8,2.4,4.5,2.7,3,2.3,3.5,4.7,2.2,4.5,4.2,4.7,3.6,5,73,20,"man","high school","student",NA,NA,NA,"Pc",66,"mac","mac","win",171,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Safari/605.1.15",NA,11738,39216,26977,33543,26309,30727,"participate","so",727,1194,2024-04-11 19:48:26,2024-04-11 19:51:17,7,4.12857142857143,3.47,3.41111111111111,4.48571428571429,2.0625
6148,"74VAS",3.6,4.2,3,2.6,3.1,3.6,3.6,4.5,3,4.3,5,3.3,3.6,4.3,4.3,2.6,2.2,3.8,3.8,3.9,4.3,3.5,2.7,3.6,3.5,4.5,2.6,2.7,3.5,3.7,3.2,3.7,3.4,3.1,3.6,3.3,3.4,3.9,3.5,3.7,3.7,83,30,"woman","college","student",1450,"euro",1450,"iPhone ",42,"iphone","mac","win",647,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",NA,22395,NA,162902,134626,109492,81063,"participate","so",844,390,2024-04-12 12:18:09,2024-04-12 12:28:56,7,3.21428571428571,3.84,3.37777777777778,3.95714285714286,3.3
52713,"66VASnt",3.6,4.4,2.7,4.6,4.1,3.7,1.6,1.7,3.9,3.9,4,4.2,4.8,2.4,4.6,3.9,3.2,4,3.9,2,1.4,1.4,2.2,4.5,5,2.1,4.4,2,1.6,3.6,1,4.1,3.9,2,4.9,3.8,5,2.1,1.2,4.3,4.6,66,19,"woman","high school","student",9e+05,"dollar",828000,"apple smartphone ",18,"mac","mac","mac",331,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Safari/605.1.15",NA,21917,55049,33844,87734,50830,79559,"participate","jk",900,1440,2024-04-12 19:02:00,2024-04-12 19:07:31,7,4.01428571428571,1.7,4.21111111111111,3.85714285714286,3.2875
87538,"66VASnt",4.8,2.7,4.2,3.8,1,1,3.8,3.4,5,5,5,3.8,1,2.8,3.5,3,4,1,3.1,4.3,2.4,5,3.6,4.5,3,4.6,1.6,5,2,2.7,1.9,4.4,4.3,2.3,4.5,4.5,5,3.9,3.1,1,4.3,0,24,"woman","high school","student",NA,NA,NA,"iPhone",29,"iphone","mac","mac",731,"start.html - start.html - 148.html - 270.html - 392.html - 469.html - start.html - 148.html - demosend.html - start.html - 148.html - thank.html",12,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Mobile/15E148 Safari/604.1",NA,7836,91422,134166,40019,171169,81465,"participate","so",780,360,2024-04-13 21:00:46,2024-04-13 21:12:57,7,3.88571428571429,3.06,2.03333333333333,4.17142857142857,4.3125
10569,"89LIK",5,1,1,4,2,3,3,4,1,5,5,2,2,4,5,3,4,3,5,3,1,1,5,5,5,3,2,1,5,5,1,2,1,1,5,1,5,5,4,3,2,38,25,"woman","college","student",1800,"euro",1800,"Windows Laptop",90,"android","win","win",182,"start.html - start.html - start.html - start.html - 148.html - 148.html - 148.html - 148.html - 270.html - 392.html - 469.html - 469.html - 469.html - 469.html - demosend.html - demosend.html - demosend.html - demosend.html - thank.html",19,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,17269,NA,25307,22994,17486,49468,"participate","so",760,360,2024-04-14 01:42:02,2024-04-14 01:45:04,7,4.71428571428571,2.9,2.44444444444444,5,1.125
1e+05,"89LIK",5,4,2,5,2,4,1,4,5,5,4,1,2,4,5,4,4,4,5,1,4,4,3,4,3,5,1,4,3,2,2,3,4,5,5,5,4,5,5,3,4,36,21,"man","high school","student",0,"euro",0,"Macbook",34,"mac","mac","mac",388,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",NA,23784,NA,59853,77198,34610,83902,"participate","so",1180,820,2024-04-14 09:58:51,2024-04-14 10:05:19,7,4.28571428571429,3.4,3,4.14285714285714,3.625
66436,"66VASnt",5,2.9,3.9,4.3,3.9,4.3,4.8,4.4,1.3,4.7,4.9,4,5,4.6,2.6,4.5,4.9,4.2,4.2,4.9,3.9,3.6,3.8,4.8,2.6,3.6,4.7,1.4,4,4.9,2.3,5,3.3,4.7,3.9,3.6,5,3.9,4.8,4.3,5,72,23,"woman","college","student",900,"euro",900,"Samsung phone",35,"win","win","win",290,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,44958,46447,55354,43891,33208,62573,"participate","so",720,1280,2024-04-14 11:07:27,2024-04-14 11:12:17,7,3.87142857142857,4.2,4.54444444444444,4.62857142857143,3
86886,"89LIK",3,4,1,5,5,2,3,4,5,5,5,4,2,4,5,4,4,2,5,5,4,2,4,5,5,5,5,4,3,2,2,5,1,2,5,2,5,3,3,5,4,67,22,"woman","high school","student",450,"euro",450,"Iphone",99,"win","other","other",838,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,508684,NA,50083,45345,30254,144458,"participate","so",1298,2307,2024-04-14 12:40:52,2024-04-14 12:54:50,7,4.42857142857143,3.5,3.77777777777778,4.28571428571429,2.875
43740,"89LIK",5,4,3,4,4,5,3,3,3,5,4,5,4,4,4,3,4,3,4,2,2,3,4,5,4,4,3,4,2,1,2,4,4,4,5,5,4,4,4,4,5,57,22,"woman","high school","student",550,"euro",550,"Apple Laptop",27,"mac","mac","mac",266,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",NA,9135,NA,45031,64356,34504,41966,"participate","so",900,1440,2024-04-14 12:46:58,2024-04-14 12:51:24,7,4.28571428571429,3,3.88888888888889,3.85714285714286,3.875
69458,"89LIK",5,2,2,5,3,4,5,5,1,5,2,3,4,5,5,4,2,4,4,4,4,1,5,4,5,5,3,1,3,3,3,5,2,4,5,3,4,3,4,4,5,62,20,"man","high school","student",450,"euro",450,"Apple IPad",46,"mac","win","win",316,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15",NA,58010,NA,38063,54591,22106,104838,"participate","so",1112,834,2024-04-14 13:19:17,2024-04-14 13:24:33,7,4.57142857142857,4.2,4,3.57142857142857,1.875
65535,"74VAS",5,3.5,1.4,4.1,2.5,3.3,2.6,2.5,1.9,4.2,4.6,2.7,2.4,3.2,4.5,4,2.7,2.4,3.2,3.6,3.4,1.5,5,4.1,5,4.7,3.8,1.3,2.8,4.1,4,3.3,1.2,4.5,5,1,5,3.4,5,1,3.7,77,24,"man","high school","student",900,"euro",900,"Android Smartphone",100,"win","win","win",271,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0",NA,11837,NA,78543,42684,34827,62889,"participate","so",864,1536,2024-04-14 18:33:30,2024-04-14 18:38:01,7,4.47142857142857,3.63,2.93333333333333,4.08571428571429,1.8125
53185,"66VASnt",3.8,2.6,4.4,4.7,1,1.1,2.1,3.1,4.6,4.8,4.9,4.8,1.1,2.9,2.3,1.1,1.4,1.5,2.3,3.9,3.1,4,2.6,2.7,4.4,2.9,1.2,4.8,2.3,4.6,1.8,1.2,4.4,4.2,4.7,4.6,4.8,3.1,2.4,1.1,1.3,35,40,"woman","high school","employed",3300,"dollar",3036,"Chromebook",19,"linux","win","win",532,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,15850,60338,47184,104171,40315,109545,"participate","jk",1080,1920,2024-04-14 18:46:28,2024-04-14 18:55:20,7,3.41428571428571,2.87,1.17777777777778,3.88571428571429,4.275
65086,"89LIK",3,3,4,3,1,2,3,3,4,5,5,3,1,2,2,2,2,2,3,4,2,5,1,5,2,4,1,4,2,4,3,4,2,5,4,3,5,5,2,3,4,18,21,"woman","high school","student",700,"euro",700,"Apple iPhone",0,"iphone","mac","mac",521,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (iPad; CPU OS 17_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/123.0.6312.52 Mobile/15E148 Safari/604.1",NA,51269,NA,76353,71354,35866,154645,"participate","so",1080,810,2024-04-14 21:39:29,2024-04-14 21:48:10,7,2.42857142857143,3,2.22222222222222,4.57142857142857,3.5
71564,"89LIK",4,4,2,4,4,4,4,5,3,5,4,3,3,5,5,3,4,3,4,4,2,2,5,5,5,5,3,3,4,5,3,5,1,5,5,3,5,5,5,3,5,62,26,"woman","primary","student",800,"euro",800,"Android Smartphone ",0,"android","win","win",237,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Mobile Safari/537.36",NA,17369,NA,37186,45174,28578,78654,"participate","so",873,393,2024-04-15 12:36:58,2024-04-15 12:40:55,7,4.57142857142857,4.2,3.66666666666667,4.71428571428571,2.625
29816,"66VASnt",4.3,1.2,1.5,4.3,1.7,3.6,4,4,1.4,4.8,4.6,1.6,2.5,3.9,4.4,2.4,4.5,2.3,3.7,4.1,3.6,1.3,4.6,4.3,2.8,4.3,2.3,1.1,4,3.8,4.4,2.6,2.1,4.8,3.9,3.6,4.8,3.5,4,3.9,3,68,22,"man","college","student",1400,"euro",1400,"Apple iPhone",95,"win","win","win",261,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0",NA,9422,41637,35035,35338,85090,51383,"participate","so",1080,1920,2024-04-15 14:15:35,2024-04-15 14:19:56,7,4.11428571428571,4.11,2.7,4.21428571428571,1.725
91827,"89LIK",3,4,4,4,3,4,3,2,1,5,5,3,4,3,4,4,3,4,4,3,2,3,4,4,4,5,4,2,2,3,3,4,4,3,5,2,3,4,4,4,4,87,19,"woman","high school","student",1000,"euro",1000,"Smartphone",38,"mac","mac","mac",432,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",NA,11891,NA,28003,72246,107371,106536,"participate","so",1080,810,2024-04-15 15:03:29,2024-04-15 15:10:41,7,3.85714285714286,3,3.88888888888889,4,2.875
13148,"89LIK",4,3,4,5,1,3,2,3,3,4,4,5,2,3,4,2,5,3,4,4,1,3,4,4,5,4,2,3,2,4,2,4,3,2,5,4,5,4,4,2,3,62,22,"man","high school","student",800,"euro",800,"HP Laptop",35,"win","win","win",419,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0",NA,36418,NA,60401,95214,46453,96813,"participate","so",864,1536,2024-04-15 15:18:33,2024-04-15 15:25:32,7,4.57142857142857,2.7,2.44444444444444,4.14285714285714,3.5
70114,"74VAS",3.6,3.4,2.3,4.4,1.9,3.9,2.9,3.3,1.4,4.7,4.9,1.3,4.6,4.7,4,4.4,3.4,4,4.2,4.1,4.3,4.4,4.6,4.6,4.7,4.7,2.8,1.4,4.1,2.5,3.5,4.3,2,4.1,4.4,1.4,4.6,4.4,4.4,4.3,4.7,70,23,"woman","high school","student",900,"euro",900,"e-book reader tablet",68,"win","win","win",382,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0",NA,13350,NA,75411,57592,71251,85124,"participate","so",720,1280,2024-04-15 15:33:40,2024-04-15 15:40:02,7,4.15714285714286,4.01,3.87777777777778,4.27142857142857,2.2
62901,"66VASnt",4.4,3.8,2.2,3.5,2.2,4.5,1.6,1.2,3.7,4.6,2.6,4.2,3,2.3,3.7,4.2,3.9,3.9,3.9,2.6,1.4,2.6,3.7,4.6,3.7,4.1,2.6,3,2.6,3.4,1.8,4.7,2.8,3.3,4.1,1.8,4.7,4.2,1.3,4.2,3.9,50,23,"nonbinary","high school","student",500,"euro",500,"nintendo dslite",13,"mac","mac","mac",205,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",NA,9004,40379,32736,39418,32910,49044,"participate","so",900,1440,2024-04-15 16:00:15,2024-04-15 16:03:40,7,3.85714285714286,2.22,3.68888888888889,4,3.0125
42586,"66VASnt",4.3,4.4,3.8,4.2,1.8,3,2.2,3,2,4.9,3,3.4,2.1,3.3,4.9,2.1,4,2.3,3,3.9,1.7,3.8,3.9,4.4,4.3,4,2.3,2,4,3.6,1.8,4.4,1.9,2.8,5,3.5,4,3.3,2.7,3.7,4.5,59,21,"woman","high school","student",230,"euro",230,"iPad",5,"mac","mac","mac",188,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15",NA,21600,36684,27614,25457,24685,50793,"participate","so",1194,834,2024-04-15 16:34:47,2024-04-15 16:37:55,7,4.37142857142857,2.94,2.91111111111111,3.74285714285714,3.1
27162,"74VAS",4.5,3.8,4.8,3.6,3.2,1.6,2.4,2.5,4,2.7,2.2,4.4,3.8,1.6,3.5,2,4.3,3.4,2.5,1.3,1.2,4.9,3.3,1.9,3.4,3.3,3.1,4.1,1.2,2.6,1.2,3.2,3.4,1.5,4.1,4.2,3.5,3.3,4.5,1.4,4,57,21,"woman","high school","student",500,"euro",500,"iPhone ",19,"mac","mac","mac",272,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1 Safari/605.1.15",NA,13344,NA,54960,33594,40152,88322,"participate","so",900,1440,2024-04-15 19:17:18,2024-04-15 19:21:50,7,3.81428571428571,2.07,2.85555555555556,2.67142857142857,4.2
36784,"89LIK",4,3,3,4,5,5,3,4,3,4,5,3,3,4,4,5,3,5,5,4,4,2,4,3,5,5,3,3,3,1,4,5,2,1,5,3,5,4,4,5,4,29,36,"woman","college","employed",2500,"euro",2500,"Samsung Smartphone",95,"android","win","win",734,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/24.0 Chrome/117.0.0.0 Mobile Safari/537.36",NA,406358,NA,55181,42135,41251,91583,"participate","so",780,360,2024-04-15 20:38:24,2024-04-15 20:50:38,7,4.14285714285714,3.6,4.44444444444444,3.85714285714286,2.75
84212,"74VAS",2.8,3.5,2.9,3.3,2.6,4.7,2.6,4,2.8,5,4,2.7,3.3,3.3,3.8,3.4,3.1,2.1,3.5,3.5,3.7,3.6,4,4.3,4.6,3.8,2.4,2.6,3.9,3.8,3.3,3.4,2.3,3.5,3.9,2.1,3.7,3.7,3.7,3.9,3.4,71,18,"woman","high school","student",2000,"euro",2000,"Apple iPhone",27,"mac","mac","mac",422,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html - thank.html - thank.html",9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",NA,20432,NA,64851,59771,44950,119180,"participate","so",900,1440,2024-04-16 08:50:20,2024-04-16 08:57:22,7,3.64285714285714,3.53,3.24444444444444,4,2.8125
22774,"66VASnt",5,2.1,1.1,4.1,4.2,4.9,4.4,4.3,1.1,4.8,5,4.2,5,3.2,5,5,4.9,4.5,4.5,2.7,2.3,1.8,4.5,5,4.8,4.9,4.5,1.5,5,2,4.9,5,1.1,4.9,4.8,1.1,4.9,2.3,2.4,4.9,4.8,69,25,"woman","high school","student",600,"euro",600,"smartphone",19,"win","win","win",270,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0",NA,34854,74658,41859,31680,29703,54218,"participate","so",720,1280,2024-04-16 13:14:03,2024-04-16 13:18:33,7,4.72857142857143,3.9,4.75555555555556,4.07142857142857,1.75
71497,"66VASnt",4.9,3,3.9,2.4,2,4,2.8,3.4,1.8,5,5,2.8,1.9,4.2,4.2,4.5,1.5,2.3,5,3.9,4.9,1.7,4.6,5,4,3.8,4.1,2.1,3.8,2.3,1.3,2,2.2,4.3,4.5,1.4,4.7,4.8,3.4,4.3,4.5,74,21,"man","high school","student",1000,"euro",1000,"Macbook",24,"mac","mac","mac",185,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4 Safari/605.1.15",NA,7290,34741,38985,28665,36023,37163,"participate","so",956,1470,2024-04-16 13:56:23,2024-04-16 13:59:28,7,3.72857142857143,3.58,3.28888888888889,4.54285714285714,2.3625
86660,"74VAS",4.4,3.7,3.6,4.7,2.2,3.5,3.7,4.4,2.2,4.8,4.1,3.4,2.4,3.8,4.2,2.6,3.1,3.2,4.2,3.6,3.9,2.4,3.5,3.8,3.8,4.9,2.6,2.5,2.1,3.6,2.7,2.7,2.3,2.9,4.7,2.8,2.7,2.8,2.7,3.3,1.6,31,30,"man","high school","student",0,"euro",0,"Gaming Pc",63,"win","win","win",607,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0",NA,82377,NA,97729,128382,60521,136952,"participate","so",864,1536,2024-04-17 09:57:43,2024-04-17 10:07:50,7,4.05714285714286,3.47,2.67777777777778,3.71428571428571,2.8625
46929,"89LIK",5,3,4,4,4,4,4,4,3,5,3,3,4,4,4,4,4,4,4,4,3,4,5,4,5,5,4,3,4,4,4,5,1,4,5,3,3,4,4,4,5,66,20,"woman","high school","student",300,"euro",300,"Tablet",34,"android","win","win",168,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,15489,NA,27858,23442,23300,50943,"participate","so",800,1334,2024-04-17 10:40:35,2024-04-17 10:43:23,7,4.57142857142857,4,4.22222222222222,3.85714285714286,3
24446,"74VAS",3,5,3.3,5,2.9,3.4,2.6,1.6,3.6,4.2,2.5,2.3,3.4,3.3,2.5,4.1,4.1,2.4,3.9,1.8,1,5,4.2,4.3,1.8,4.4,1.4,1.9,2.6,3.6,3.5,2.3,3.4,1.9,3.8,1,5,4.6,3.6,4.6,4.6,87,32,"man","college","employed",4000,"euro",4000,"Android Smartphone",78,"win","win","win",514,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36",NA,29431,NA,162098,86100,57500,129339,"participate","so",1080,1920,2024-04-17 12:15:31,2024-04-17 12:24:05,7,3.48571428571429,2.63,3.23333333333333,4.01428571428571,3.1875
70557,"66VASnt",2.7,1.7,1.4,3.3,1.8,4,4.2,4.1,1.6,4.7,4.5,1.8,1.9,4.4,4,3.8,3.8,3.6,4.7,4.3,2.7,2,3.6,4.5,3.7,4.6,2.5,2,3.3,4.2,3.7,3.4,1.6,4.6,4.1,2,4.9,3.9,4.7,4.2,4.4,69,25,"man","college","student",1500,"euro",1500,"Thinkpad",85,"win","win","win",651,"start.html - 148.html - 270.html - 392.html - 469.html - demosend.html - thank.html",7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36 Edg/123.0.0.0",NA,33043,155496,120341,97764,125591,117645,"participate","so",864,1536,2024-04-17 18:20:45,2024-04-17 18:31:36,7,3.6,4.06,3.28888888888889,4.48571428571429,1.7625
